8b2e412d AbilitiesData
e09650c0 WinstreakText
eb9a4e0f WorldAcceleration
d7753b40 WorldOffset
06ec003a WorldParticles
24e8815f WorldSpace
6a093406 WrappingMode
93ccad07 WriteA
51af37d2 WriteAlphaOnly
94ccae9a WriteB
6fbad091 WriteDepth
91cca9e1 WriteG
ba5121ec WriteMask
84cc956a WriteR
7a2bb090 WriteStencil
ac249bdc XPercent
58637fda XY
bfc714a8 XboxGamePassEndedDialogViewController
b0cdc396 XboxGamePassIntroDialogViewController
0b0a3f30 XpRequired
59546fdc XpValueToSegmentIndex
81e208ef YAdjustment
4680d4dd YPercent
b9cfc1ab YRotationDegrees
62a9e268 Yaw
276cfa24 YesButton
536a273f YesterdayTraKey
0390dc47 Zone
6bf0f1e8 ZoomEase
8760e377 ZoomInEase
a583c2dc ZoomInTime
628c75ac ZoomOutEase
518c0cdf ZoomOutTime
f8e5f4c2 ZoomTransitionIn
23a0fc5b ZoomTransitionOut
e99de12c arAllowMaxValueToBeOverridden
4a3c4977 arBase
259fed61 arBaseFactorRegen
4dae8152 arBaseStaticRegen
819f5a9b arContributesToHealthValues
b9db5286 arDisplayAsPips
8eed946c arHasRegenText
a4683030 arIncrements
f6007087 arIsShown
6a13281e arIsShownOnlyOnLocalPlayer
7fc18e12 arMaxSegments
ce098fcd arNegativeSpacer
7d363e77 arOverrideEmptyPipName
6f6bd2bd arOverrideLargePipName
de8a2d11 arOverrideMediumPipName
952ac251 arOverrideSmallPipName
3767c0b1 arOverrideSpacerName
d7590121 arPerLevel
4d345705 arPreventRegenWhileAtZero
d5699a50 arRegenPerLevel
03187eba arType
85186816 bHaveAfterEffect
90f34e62 bHaveHitBone
f47a22e5 bHaveHitEffect
0e4063a6 bHavePointEffect
8f422139 bIsToggleSpell
b66d7a66 bLineMissileBounces
008d99dc bLineMissileUsesAccelerationForBounce
24575496 bState
72b53dec mAbbreviation
e27abe56 mAbilities
5b98619f mAbilityHasteMod
87a69a5e mAbilityNameTra
4e7d3049 mAbilityPromptAnimData
4de182f6 mAbilityResource
9dd4fd78 mAbilitySlotCc
82ff2d4c mAcceleration
f96f7eec mAccelerationTimeKeyboard
e1be9c3c mAccelerationTimeMouse
d19fc537 mAce
37da3f30 mActionFxTable
6b16a829 mActionName
3b1ff3c3 mActions
558ee421 mActivatedBuffName
0e01ef72 mActive
0d7023d6 mActiveDate
ad2e2a48 mAdaptiveForceAbilityPowerScale
a14895aa mAdaptiveForceAttackDamageScale
17a0928f mAdaptiveForceToAbilityPowerWeight
77612336 mAddedBuildFrom
81e8e29b mAdditionalBarTextureUvs
d5fd07ed mAdditionalBonusAtThisLevel
1ede8603 mAdditionalIconOffset
43bdc82b mAdditionalOffsets
82725f30 mAdditionalResourceResolvers
cc7f8933 mAdminDescription
6ca781cd mAdvices
9119fdbf mAffectsStatusFlags
46699114 mAffectsStatusOverride
ecf3f88d mAffectsTypeFlags
a204c90a mAffectsTypeOverride
b579b7e8 mAffinities
d6bcfef6 mAfterEffectKey
9747846c mAfterEffectName
d8555bf7 mAggroEffect
d13c22ef mAggroIndicator
e48ccf56 mAiData
f3a53c83 mAkaliWMissileMaterialReference
fbf6793f mAlignPitchToCamera
ea861daa mAlignYawToCamera
f0e4d6cd mAlignment
9dd694b8 mAllChatColor
10f0ebeb mAllItemsSet
a109530e mAllRecommendableItemIds
14306705 mAllShieldColor
f52372ca mAllStartingItemIds
fe38cfb2 mAllowDynamicVisibility
6346a946 mAllowOnClones
2e1300de mAllowRespawnMods
879172b4 mAllowedSubStyles
274ff989 mAllyColor
683ae1b9 mAllyEventName
8438af38 mAllyFacingDetectionRange
64b3419c mAllyParams
c1846e3c mAlpha
6edce6d7 mAlphaTexture
697137a5 mAltRecommendations
c7c088eb mAlternateAssets
44b7e8dd mAlternateName
ce811b31 mAlternateSpellAssets
a3ac84d8 mAlternativeCompositions
7e3c103c mAmmoCountHiddenInUi
a1d133c1 mAmmoNotAffectedByCdr
da94bd02 mAmmoRechargeTime
8c5d1f1f mAmmoUsed
8e346fe4 mAmount
a43f7425 mAmountVar
8d9e8475 mAmplitude
327c6b19 mAnchor
1727ea25 mAnchorOptional
8d3bc872 mAnchorToRightOfHealthBar
e3dd17de mAnchors
76556b86 mAngleLineToEndpointHeight
3aaab7a5 mAngularVelocity
cb911557 mAnimatedColorWithDistance
2519f0d8 mAnimatedTextQueueDelay
523eb73c mAnimationAction
53e689d0 mAnimationDelayTime
0329f1d7 mAnimationFilePath
ccc2f9fe mAnimationGraphData
89d34040 mAnimationInterruptionGroupNames
c1448423 mAnimationLeadOutName
0dd57127 mAnimationLoopName
fbd16fb5 mAnimationName
58ea7ca1 mAnimationNameHash
30b2f4b2 mAnimationNames
b49f754e mAnimationResourceData
147f071c mAnimationVariants
eefcf01b mAnimationWinddownName
be7340e7 mAnimationWindownName
48c4a837 mAnnouncementData
604989cf mAntiLagDelay
f609b184 mAntiLagTrackingDelay
b2bc22d9 mApplyAttackDamage
0b720c29 mApplyAttackEffect
a4b8b264 mApplyMaterialOnHitSound
ab035ac3 mArmorShred
d434d358 mArmoryIconOverridePath
19d6aa6a mArrivalEffectFile
8e5b9dba mAssetFilenames
1547505b mAssetName
2be1065d mAssociatedChampion
e9673baf mAtlas
fd692c6e mAtlased
8bc3a8db mAttachToCamera
6d146baf mAttachmentBone
2b9afbf2 mAttackCastTime
f8f757cc mAttackDelayCastOffsetPercent
e4d66086 mAttackDelayCastOffsetPercentAttackSpeedRatio
844b3f31 mAttackDelayOffsetPercent
147de9df mAttackName
5d75bf7b mAttackProbability
9996b1bf mAttackTotalTime
96bba8b8 mAttribute
146ab791 mAttributes
ddac2570 mAudioAction
421526d5 mAudioBanks
dcd452ce mAugmentTags
c28533dd mAutoAttackMinPostCastLockoutDeltaTimeSec
98aee252 mAutoAttackMinPreCastLockoutDeltaTimeSec
6941e612 mAutoItemPurchasingConfig
92368c91 mAutoRect
e3b051db mAutoRedeem
5cefa10a mAutoattackCastTimeCalculation
66a1c28b mAuxBusName
2258a9fc mAvatarBlurPassCount
a979fa94 mAvatarColor
f4ac7e9f mAvatarColorFactor
926099c4 mAvatarLevelRequired
531fd800 mAvatarSize
2630302a mAxisOfRotation
033eb38d mBackBufferScale
b79c86ae mBackViewControllerLink
de97ba5a mBackdrop
5cf701ad mBackdropColor
2c76b812 mBackdropElement
6d0a5bb0 mBadges
7b3ac8d0 mBarColor
13bac92f mBarElement
8ce87672 mBarOffset
bd132bec mBarTextureUvs
750af35d mBase
b70ad8f0 mBaseColor
e40bac02 mBaseExperienceMultiplier
63393d3b mBaseItemAdvices
deface50 mBaseItemIds
2c0e2bf7 mBaseItems
6d3ccfd7 mBaseP
11fe674c mBaseTexture
13deb887 mBaseTextureName
1ee85e57 mBasicAttackCalculation
a9bd9145 mBasicAttackIconTextureName
d45614c7 mBeam
dfccb378 mBehaviorTreeConfig
17f26f6c mBelongsToAvatar
1ff7574d mBias
572d65ab mBinaryFile
8c784fc7 mBirthTilingSize
241fa333 mBlendDataList
309113ad mBlendDataTable
7a341a3a mBlendFlags
df2f42a9 mBlendInTime
9ae6020c mBlendMode
a8c578b4 mBlendOutTime
39d1e89a mBlendTime
f4018e7f mBlendWeight
9b9b0ca0 mBlnd2GdsMap
258bae9a mBlockInputEvents
b240e461 mBlockLevel
2a6f2a1b mBlockedSpells
79131e8e mBlocks
eb880965 mBoneName
358d080b mBoneToAttachTo
57fdc438 mBonusPerLevelAtAndAfter
bfe6ad01 mBonusStatForEfficiency
9aa8a88d mBook
ecb7d556 mBoolDriver
cdfc3c4e mBorderLeftTextureUvs
ffd5aeb1 mBorderMidTextureUvs
81707381 mBorderOffset
e70bbea9 mBorderRightTextureUvs
4a191241 mBotLoadoutConfig
f0696c0b mBotOverrideSet
5af53485 mBottomFraction
1e7fffb0 mBottomLineIcon1Path
de5be189 mBottomLineIcon2Path
a6874a6e mBottomLineIcon3Path
f3238a32 mBottomlineTra
a2623a40 mBountyIndicator
1dc22cd4 mBracket
5115253c mBracketTraKey
7b5d1934 mBreakpoints
890163aa mBrushCursor
7f0f5a79 mBuff
d7e2c71d mBuffAttributeFlag
47fff22a mBuffAttributeFlags
f1c99bd1 mBuffComparisons
7b4f9929 mBuffData
02490112 mBuffName
6eac7015 mBuffScriptName
ca93d232 mBuffSpellObject
f68b3a51 mBuffTimerSimulationType
41fe3d28 mBuffVfxSpawnConditions
0f2abdbe mBuffs
614e7a4d mBuildDepth
54161e51 mBuildTags
0bfd5c3e mCacs
5b1192f5 mCalculationModificationPriority
441a3020 mCalculationStatConversions
dca91c56 mCalculations
114b9d60 mCampId
61a2c496 mCampIsAlive
8a2a7466 mCampName
d1dbada1 mCanBeSold
6f92d6b3 mCanCompleteCastWithoutTarget
3f8bc625 mCanMoveWhileChanneling
0ded166a mCanQueueWhileOnCooldown
df650aa8 mCanSidegrade
b653f849 mCanTriggerChargeSpellWhileDisabled
5a1a9490 mCancelChargeOnRecastTime
551b248c mCantCancelWhileChanneling
e321919c mCantCancelWhileWindingUp
7e3432a0 mCantCancelWhileWindingUpTargetingChampion
f475ad10 mCardConfig
59447d06 mCardType
346391b2 mCarouselData
1e53f13e mCascadeBlendValue
0166abbf mCastRangeGrowthDuration
bcaeb6d3 mCastRangeGrowthMax
a4c1dfb0 mCastRangeGrowthStartTime
37b0d72b mCastRequirementsCaster
c1cff9a6 mCastRequirementsTarget
90fb0576 mCastTime
856a86cf mCastTimePercent
3a7f083f mCastType
3d746f1f mCasterPositionEndOfCastUpdate
00f7e5bc mCastingBreaksStealth
a8eb09d1 mCastingBreaksStealthWhileAttached
39381720 mCastingRevealsCasterStealth
24b763c2 mCastingRevealsCasterWhileAttached
52812481 mCatalogEntry
ccf99b44 mCategories
8e257510 mCategory
9a4bd893 mCategoryName
708df348 mCcScoreMultipliers
886fc197 mCeiling
2a32f892 mCenterArrowToEndPoint
2c8433da mChampIconNativeOffset
5ae012cf mChampion
4d2be76a mChampionDoubleResource
89fae18d mChampionEvent
bc169602 mChampionId
79b5254d mChampionIndicatorEnabled
63477860 mChampionItemRecommendations
0e7af56c mChampionLists
173c0193 mChampionSingleResource
b6401dfc mChampionSingleResourceInvulnerable
cabd7df4 mChampions
4628a916 mChangeAnimationMidPlay
c86a2a45 mChangeAnimationMidPlayback
18f49087 mChannelDuration
a54ff456 mChannelIsInterruptedByAttacking
6083fb6f mChannelIsInterruptedByDisables
b4ff0e30 mChaos
718ad5c9 mChaosChatColor
f91645c7 mChaosColor
2fa6c4b0 mCharLevelScalingTagKey
715b6117 mCharacter
3926ca85 mCharacterCalculations
61f4fb27 mCharacterLevel
ff675dd4 mCharacterName
bb13b87e mCharacterPassiveBuffs
e96f0412 mCharacterPassiveSpell
b6c044fb mCharacterSubmeshesToHide
21b6167e mCharacterSubmeshesToShow
f3e8e24f mCharacterType
b259b11e mCharacterVoGlobalCooldown
d6da506c mCharacters
a8d99737 mCharaterQuality
f7141f28 mChargeUpdateInterval
1d7a5898 mChatBubble
ce4258fe mChatData
ebd5e466 mChatEntry
80d0bd56 mChatMessageDefault
8faf5c98 mChatMessageExtended
fee239b2 mChatVoThrottleCounterDecayTime
db01d196 mChatVoThrottleCounterThreshold
e09c4e58 mCheatMenuData
41a8f652 mCheatMenuUiData
a33a35b5 mCheatPages
792c6224 mCheats
dde40707 mChildAnimDelaySwitchTime
20e6065b mChildCondition
f21bb0f8 mChildConditions
82f13684 mChildMissileSpell
c354d821 mChildSpells
2db18650 mChoices
4f98e5c6 mChoicesMap
55d8daee mChooseRandomValidRule
18a41fd1 mCircleMissileAngularVelocity
515b8d80 mCircleMissileRadialVelocity
e66084ec mClashLogoColorId
f314571b mClashLogoId
59129cbe mClickDistanceDiv
e2567252 mClickDistanceExp
6d90172b mClickDistanceMul
d1296e95 mClickTimeMul
e203545a mClickableToEnable
048557ff mClientData
4919fc7d mClientSideItemInventory
51a0edca mClipDataList
45e122f8 mClipDataMap
053e3c23 mClipId
dc6462fe mClipIndexList
ca2b847d mClipName
078cafd9 mClipNameList
bf8e5f89 mCloseButtonDefinition
1e358a8d mClubTagChaosChatColor
94d46741 mClubTagEnemyChatColor
0d9c7588 mClubTagFriendlyChatColor
1dd8e5e0 mClubTagNeutralChatColor
a08fcf9d mClubTagOrderChatColor
6bbd29eb mClubText
6d8fceed mCodexDisplayIndex
295c2889 mCoefficient
d7141e61 mCoefficient2
0f3a339c mCollectors
5371e38f mColor
d01eb2c2 mColorId
cc3ab98c mColorName
d651c3bc mColorOff
b60f7f4a mColorOn
e1aca712 mColorblind
f6536c51 mColorblindTargetChampionsOnlyTextureName
65872706 mColorblindTextureName
b502f962 mColorizationPostEffect
fd870d28 mCombat
a35db49d mCombatArrival
f84a6a84 mCombatDeparture
022b1787 mCombatRecapData
f504817a mCombatStateSlideInTimeSecs
4c6c255f mCombatTextOverride
32f22728 mCompareOp
cc5f418e mComparisonByLevel
c4968b57 mCompletedItemMatrix
023bf2e5 mCompletionLevels
174dfc9b mComponentBuffs
af6d509c mComponents
8b83ba8a mComposition
308238bd mCondition
2329eec5 mConditionFloatPairDataList
8eaf0f33 mConditionRelationship
c0482365 mConditionalCalculationRequirements
006fde67 mConditionalGameCalculation
ddec9acf mConditionalSpellCalculation
93dd1f25 mConditionalTraitSets
87a1efcc mConditionalVfxData
2aff6c4a mConditions
2587fd55 mConfirmButtonDefinition
def080bd mConsideredAsAutoAttack
0773669d mConstants
ec79d6f6 mContainedRegions
50813848 mContentId
827badde mContentTypeAllowedSettings
f4165ecb mContext
93b1c6d7 mContextListLink
f7371ba8 mContexts
d8f64a0d mContextualActionData
a801a158 mControlPoint1
ab01a611 mControlPoint2
c6a8b1d0 mCoolDownTime
5192c999 mCooldown
707b8a7f mCooldownExtendedByAmbientGoldStart
ab245046 mCooldownNotAffectedByCdr
92ec12c7 mCooldownQueueThreshold
cb861ef8 mCooldownShowDisabledDuration
48b2b819 mCoreItems
07ba1a3d mCost
bae514d4 mCostAlwaysShownInUi
00643157 mCount
87444638 mCountdownTimer
4cdbf15a mCounterClockwise
11206e1a mCounterHighestReached
14f998ea mCritBonusArmorPenPercent
079e96f5 mCritGlobalDamageMultiplier
62c60ac9 mCritTotalArmorPenPercent
ddf28089 mCupId
1fd45758 mCurrentPercentHealth
3f3ebc75 mCurrentPercentPar
bef40586 mCursorChangesInGrass
1565f5bd mCursorChangesInTerrain
e4928fe4 mCursorConfig
f54e5965 mCursorConfigUpdate
79fabd67 mCustomDuration
4dff519d mCustomGradientParams
16877df3 mCustomIcons
6f2107fb mCustomMinimapBackgrounds
edbd6c35 mCustomTargeterDefinitions
405be548 mCustomTimer
ee88201d mCutoff
16b3c595 mDamageAmount
319762fe mDamageDisplayTypes
45e06993 mDamageEvent
bf1caf91 mDamageType
0b58883e mDamping
faf26cff mDampingValue
7e0dca60 mData
5402605d mDataId
b386dcf1 mDataValue
1f4d20a6 mDataValues
ff80df7a mDeactivateEarlySeconds
990ee365 mDeathChaosColor
fa19005e mDeathEnemyTeamColor
5de6f653 mDeathFriendlyTeamColor
0f001465 mDeathOrderColor
900917c0 mDeathRecapBasePriorityFactorPerLevel
97528e49 mDeathRecapDescription
a9797f03 mDeathRecapExtensionTimeWindow
dfd9f7a0 mDeathRecapMagicDamageColor
a65286c8 mDeathRecapMaxDisplayTime
3eb1bcee mDeathRecapMinDisplayTime
c77ee8fa mDeathRecapMinimumTimeWindow
17982f46 mDeathRecapName
03ca4e54 mDeathRecapPhysicalDamageColor
04eb0d69 mDeathRecapPriority
457cdc0d mDeathRecapTransitionIn
a7672276 mDeathRecapTransitionOut
d614aa57 mDeathRecapTrueDamageColor
bf714db8 mDeathTimes
060df300 mDebugDrawEmblems
0fb41153 mDebugPing
e9aa032f mDecelerationTimeKeyboard
dacae7b9 mDecelerationTimeMouse
ec12a9d5 mDefault
8a044452 mDefaultBadgeIds
011436b4 mDefaultGameCalculation
50271332 mDefaultMaskName
86a1120a mDefaultPageLocalizationKey
4f3f0590 mDefaultPerksWhenSplashed
1064f3f9 mDefaultPriority
f792d796 mDefaultQuality
2caa347b mDefaultSetData
5d6eb9c2 mDefaultSpellCalculation
ae686ed6 mDefaultSplash
0fa4e9a2 mDefaultStatModsPerSubStyle
e5657a6c mDefaultStatOverrides
fe66e5ff mDefaultTextureName
b8890051 mDefaultTftCompanion
f2d519d1 mDefaultTooltipTra
b9b6eb7a mDefaultValue
2ed0ec97 mDefaultVfxData
e5de5d7b mDefeatTransitionIn
bbc29f92 mDefenseModifiers
35e84f37 mDelay
1a96c224 mDelayOff
dec90f12 mDelayOn
cc421c26 mDelayTime
f06f70bd mDeltaBuffCurrencyCost
48e295f2 mDeltaBuffCurrencyCostPercent
a7a12801 mDeltaGoldCost
b571bf6e mDeltaGoldCostPercent
b66896f1 mDeltaMaxStacks
063fa507 mDeltaRequiredLevel
f1f20d72 mDescription
765f18da mDescriptionNameTra
0a188a4f mDescriptionToAppend
1e7f30f5 mDescriptionToPrepend
07f7c001 mDescriptionToReplace
bc4f18b3 mDescriptionTra
719623aa mDescriptionTraKey
799231b9 mDescriptor
8d34a2de mDetails
70d05459 mDifficulty
03f432a6 mDimensionBehavior
708696b4 mDisableCastBar
4c07a548 mDisableChannelBar
570df080 mDisabled
95f1b682 mDisabledDescriptionOverride
3c916c06 mDisplay
5a2297d3 mDisplayAsPercent
37a83601 mDisplayFlags
5277f925 mDisplayLimit
74d44065 mDisplayName
b7161590 mDisplayNameIcon
2da3f8bf mDisplayNameLocalizationKey
bfa4ce04 mDisplayNameToAppend
863b75c4 mDisplayNameToPrepend
7c46445c mDisplayNameToReplace
c3143d66 mDisplayNameTra
d3657507 mDisplaySize
cf491eb4 mDisplayStatLocalizationKey
ffe4ee76 mDisplayType
aab0a793 mDistance
76240240 mDistanceOffset
2c3b0b36 mDistanceTarget
5adabe6b mDistanceType
924badf3 mDivision
3f7c5bb3 mDoNotNeedToFaceTarget
a4cd4aa5 mDoesNotConsumeCooldown
8a26f0ab mDoesNotConsumeMana
10fc84aa mDoesntBreakChannels
a6ca1c1e mDownscale
3a2fa1eb mDraft
4b1f0de0 mDraftArrival
5c191701 mDraftDeparture
330d73aa mDrag
b95f0ec8 mDragBlendTime
b40ed25a mDragData
157a2d52 mDragMomentumDecay
74f279b1 mDragMomentumRecencyWeight
6f73e003 mDragOvershootDuration
65dbd1c8 mDragOvershootHeight
086ac642 mDragPickupDuration
4c0075e5 mDragPickupHeight
4a19514f mDragReleaseDuration
52aaf6e0 mDragScale
031fa8db mDragSoundEvent
3e2f4733 mDraggable
12c167fa mDragonBaseNames
09650811 mDragonUi
85045366 mDriver
7aceca0f mDrivers
472c1530 mDropNumber
bae1d341 mDropRatesByLevel
330a049d mDropRatesByTier
64481cbc mDropSoundEvent
7d434dbd mDropType
85f7d4c8 mDuration
4703c898 mDurationCombat
7306718d mDurationCombatArrival
44b4dbf4 mDurationCombatDeparture
4eb5061b mDurationDraft
5e05d450 mDurationDraftArrival
57840371 mDurationDraftDeparture
8208140d mDurationInGame
5b59fb29 mDurationPlanning
3517b00e mDurationPlanningArrival
25712e43 mDurationPlanningDeparture
062bb8f5 mDurationSeconds
612085e9 mDynamic
2ea2820c mDynamicExtended
9a5a3a84 mDynamicTooltip
ee900fd3 mDynamicTooltipText
753c4459 mDynamicTooltipToAppend
5e595217 mDynamicTooltipToPrepend
5d4fb32b mDynamicTooltipToReplace
3c00985c mEarlyLevelOverrides
16542c30 mEducationToolData
e30545e9 mEffect
251a5225 mEffectAmount
90b03cc0 mEffectAmountGameMode
98be1607 mEffectAmountPerMode
fbe9fe52 mEffectByLevelAmount
93cd9fd4 mEffectColor0
94cda167 mEffectColor1
70e4e6b0 mEffectCreateFlags
c242bdef mEffectFile
8afb1a5f mEffectIndex
f6386280 mEffectKey
a03a9542 mEffectKeyForOtherTeam
5a3dd1c2 mEffectName
fe758550 mEffectNameForOtherTeam
3a59b60d mEffectParams0
ab9c3d8b mEffectsQuality
71c9323a mElasticClampTrapezoid
f7617555 mElasticDeadZoneTrapezoid
383f51a8 mElasticLockAcceleration
74f081a9 mElementAlphaDefault
084c8e1d mElementAlphaSelected
8709cda6 mElementAlphaUnselected
792ef523 mElementName
37ace1cc mElementSpacer
ab851fd5 mElementalSelectionAnimationData
72ff2529 mElements
5df7536e mEmblemData
b19d6a33 mEmblemId
b698fb27 mEmblems
0ecabde7 mEmoteFloatEnabled
2bbef68d mEmoteId
34462452 mEmotePopupData
7ffe8001 mEmotePopupDisplayTime
d8f8229d mEmotePopupTransitionIntro
6ebc227c mEmotePopupTransitionOutro
8f089899 mEmotes
6dde0c8d mEmpoweredArrivalFile
51a1363d mEmpoweredEffectFile
07e32fff mEnableAnnouncerVoReplacement
248550a3 mEnableChatRecommendations
81cab886 mEnableChatVo
ae955cbd mEnableExtendedTooltip
9f40a409 mEnableLookAt
329281df mEnableOuterGlow
49da00a9 mEnabled
f7dc3824 mEnchantmentEffectAmount
24b9ff65 mEnchantmentIds
1de60476 mEnchantments
1f787f13 mEncounterUi
a394305b mEncounterUiData
09b5e033 mEndAlpha
b86cde30 mEndColor
b725173e mEndFrame
8edfa835 mEndLocator
c2b9f202 mEndOfGameData
f5172483 mEndOfGameStatDescriptions
e370e74f mEndOnly
b2f24398 mEndPositionLocator
81e72ec2 mEndPositionType
f6e988fc mEndTick
1cd7e522 mEndValue
3c4a4a75 mEndingJoint
96dbc896 mEndingJointName
1add0fa5 mEnemyChatColor
267a3ffb mEnemyColor
860a92df mEnemyDeaths
98df0fb4 mEnemyEffectKey
415965e7 mEnemyEventName
cb2e7de6 mEnemyFacingDetectionRange
c4d422b4 mEnemyLaneMinionBarColor
63e10492 mEnemyParams
93956b93 mEngineToggles
b1a9ed4a mEnvironmentQuality
938f408a mEquipAnimation
dff2794f mEventCount
8ef72a50 mEventDataList
f598463e mEventDataMap
47cec309 mEventFrameList
6dcdec88 mEventList
0350618b mEventNameHashList
8050063c mEventResourceData
fa0981a0 mEventToTrack
7cf51b9f mEventsToTrack
57a1fc9c mEvolutionColor
6dbb3b3b mExcludedTags
92a6c39d mExcludedUnitTags
42f8ecb5 mExpandedMutator
37070a8d mExpandedTooltipCalculationDisplay
a844caca mExpandedTooltipCalculationExpansion
fde22db7 mExperienceCurveData
a1117109 mExperienceGrantedForKillPerLevel
9980fa2e mExperienceGrantedMultForSharedKillPerLevel
644554e0 mExperienceModData
bba38682 mExperienceRequiredPerLevel
f56f095c mExpirationPriorityThreshold
ccf713a7 mExpirationTimeThreshold
0f10dce5 mExtension
7231ce56 mEyeCandy
8bee92ac mFaceTarget
946f6dff mFacingOption
c9b9d398 mFadeBehavior
6c79a091 mFadeColor
d8f5e671 mFadeSpeed
a3be6eb4 mFadeTimeEnd
64d924e8 mFadeTimeEndAlpha
416ed34d mFadeTimeStart
05c49b23 mFadeTimeStartAlpha
79e38439 mFading
00297212 mFallbackCharacterName
9ba9c7f3 mFallbackDirection
f48e3498 mFalseClipId
24af5ac1 mFalseConditionClipName
613a908a mFalseSequence
c364cc96 mFeature
3e06fd2b mFeatureId
bee67b04 mFeedbackChatColor
523c7f0c mFillColor
ee3c0711 mFinishBehavior
a18eb198 mFireIfAnimationEndsEarly
22a51156 mFirstBlood
8d80922b mFlags
fcd0d65e mFlashDuration
b594d102 mFlatArmorMod
55ac5d95 mFlatArmorPenetrationMod
8487c6e8 mFlatAttackRangeMod
70e98439 mFlatBubbleRadiusMod
47d55ebb mFlatCastRangeMod
16e1af06 mFlatCooldownMod
bc050325 mFlatCritChanceMod
d1d0922a mFlatCritDamageMod
b968bfd2 mFlatDodgeMod
4bae460b mFlatGoldPer10Mod
06d997bb mFlatHpPoolMod
014811c0 mFlatHpRegenMod
288a964d mFlatMagicDamageMod
ec1482d9 mFlatMagicPenetrationMod
56d33faf mFlatMagicReduction
c71a3d91 mFlatMissChanceMod
1bbe94ff mFlatMovementSpeedMod
4e7a81cd mFlatPhysicalDamageMod
7cc32b2f mFlatPhysicalReduction
b9f972a0 mFlatSpellBlockMod
46bcba8a mFlexId
d4081311 mFlexValueId
eee395d1 mFlipX
ede3943e mFlipY
f2e9292b mFloatValue
1a2c7c10 mFloatVarsDecimals
6f4b990e mFloatingTextDisplayName
6df9c595 mFloatingTextOverride
ba715832 mFloatingTextTypes
cc3d10ce mFloor
c42cf88d mFollowGroundTilt
8466a4a9 mFontDescription
8764b624 mFontFilePath
2e97ceab mForceLoad
8508be93 mForceOverride
1563794b mForcePingable
7cb6e8bd mFormName
57b8b11b mFormat
e7b832f2 mFormula
50f145c0 mFormulaParts
603134b8 mFowOverlayTextureName
d49f3ed1 mFowTeam
7ea94c85 mFrame
1df36b7b mFrameCap
312c8ca6 mFrequency
b9406ead mFrictionMultiplier
d614c26c mFriendlyChatColor
d5c7c886 mFriendlyColor
fe0f0ccb mFriendlyLaneMinionBarColor
89bb4c48 mFromAnimId
663eb02a mFromAnyone
b9e1c243 mFromAttacker
8763f23f mFromOwner
c4f41d79 mFullscreen
1cda45ec mFxAa
27c03215 mGameComponentList
fbfefcf1 mGameMode
34c9a66e mGameModeConstants
b1feca56 mGameModeConstantsGroups
3fb3b482 mGameModeContentList
dc6e7daa mGameModeName
346780a6 mGameModes
0d1ffdb0 mGameMutator
12dbe4bb mGameScoreboardTransitionData
75d17289 mGameTimeInMinutes
dd463d32 mGameplayConfig
05bef2e9 mGameplayToggles
5dbd6263 mGdsObjectPathTemplates
639b0013 mGearData
fcbce201 mGearIndex
c8215e27 mGearSelectionData
270fd712 mGearSelectionTransitionIntro
58edc087 mGearSelectionTransitionOutro
cb522723 mGearSkinUpgrades
bece4142 mGemId
0a9bf12d mGiveMaxLevel
543250da mGlobalCooldown
9a53f442 mGloballyVisible
0157e9e8 mGoTransparent
55f33cce mGold
a79d4f72 mGoldAmount
f5b6d107 mGoldChatColor
c36f01bd mGoldRewardAmount
d8341879 mGradientDirection
bac3a0fa mGrassTintTexture
dcabad81 mGrassTintTextureName
1a7cd306 mGravity
345bc216 mGroupId
2012eb40 mGroupName
f67cce12 mGroupProperties
dc844b78 mGroups
22413173 mHandleInputDuringPause
0653b97c mHasSmallImage
b03e913a mHashedAnimationName
9d3b489d mHashedSituationTrigger
620fd625 mHaveHitBone
b617479a mHaveHitEffect
2c1d6d5d mHeader
75c41087 mHeaderLocalizationKey
22d53fd7 mHealthBar
1df2899d mHealthBarBreakpoints
29d0f15f mHealthBarData
0f3ec0da mHealthMaxPenaltyBar
bd341e22 mHealthPerMegaTick
8a3a2f7a mHealthPerMicroTick
0f26abac mHealthPerTick
9fd838b2 mHealthPercentThreshold
039da3ed mHealthText
f7f6b610 mHeightOffset
6e6057fe mHiddenFromOpponents
665fb01d mHideCdOnPostSpellCast
62e224f3 mHideRangeIndicatorWhenCasting
aa6dabb3 mHideSubmeshHash
bb41a45b mHideSubmeshList
6d230e2b mHidefromAll
c6e4e7a5 mHidefromSpectator
0a33f18f mHighlightColor
0f66c380 mHighlightLeftTextureUvs
0b923603 mHighlightMidTextureUvs
da57d74b mHighlightOffset
a556c37b mHighlightRightTextureUvs
9f59e05d mHighlightedIndicatorColor
7675f624 mHitBoneName
7b9bef1b mHitEffectKey
c081dea7 mHitEffectName
239f6855 mHitEffectOrientType
3d9a9f68 mHitEffectPlayerKey
dfb7cd9a mHitEffectPlayerName
ee826aec mHitResult
8f8488e1 mHitTestPolygon
0a34462c mHitTexture
698c1a07 mHoldAnimationToHigher
36c34479 mHoldAnimationToLower
cbe24486 mHoldToDrag
e5e634a6 mHoldToHover
cbda6944 mHomeguardSkinUpgrades
04a78b88 mHorizontal
b20a8093 mHotSpot
bbe19802 mHotkey
3522f9e3 mHotkeys
392bdb3c mHoverDescription
180f1a00 mHoverNotUseableCursor
